"MTSYSTEMID","{9A360531-D935-4676-952A-5BF35A5CFE80}"
"MACHIN_STATUS_structtype","{C6FFE013-B595-4C2A-B829-8F49D7DA43FC}"
"factory_unit_structtype","{593D9191-0C61-46D0-BDCB-91397030AC61}"
"factory_machin_structtype","{F54A4D7D-7F53-4E85-90EB-C8C07B4379C2}"
"factory_machin_PARENT","{0DCFE807-7486-410D-BDDD-4AA752690DE4}"
"factory_def_structtype","{00A9618C-A384-4703-9BD3-55310A1AC60B}"
"AKTRET_LINES_structtype","{01902B8E-8970-49B6-9529-84228B9880A7}"
"ZAKAZ_INFO_structtype","{FB21171F-6810-4C0A-8900-5B8E60C2556A}"
"ZAKAZ_DEF_structtype","{B18BBDB7-21CF-403B-89F5-80458640B074}"
"ZAKAZ_LINES_structtype","{62748228-4404-4863-AE9C-55024F1060ED}"
"OBJSTATUS_structtype","{FA51E182-F804-4921-BAC1-578EAA43F7C9}"
"OBJSTATUS_PARENT","{099B6249-E9F2-4529-88F6-AEFB7AD74173}"
"ENTDIÑ_IZMAP_structtype","{7A468E1F-848A-4D71-8615-CD97306DBCF7}"
"ENTDIC_MACHINES_structtype","{CC9FA0FC-B569-452E-A798-3EA8F2A4D093}"
"ANKETA_DEF_structtype","{D53CC19F-1B72-4BC3-BD73-84422C23CB6F}"
"ANKETA_QUERY_structtype","{170BF2AD-ACB1-4A68-A791-6B97F3386553}"
"ANKETA_ANSVAR_structtype","{4B653D8C-0F71-4339-A948-34C8D1E9CFCC}"
"ANKETA_ANSVAR_PARENT","{7081F64B-9B98-4D7A-9AB4-9F096A72BB86}"
"ANKETA_OPROS_structtype","{D100662D-1D12-4F60-ACBF-9152049B2582}"
"ANKETA_RESP_structtype","{DCD9B8D6-CAF1-4AF9-BCB8-76FF2B56C8C1}"
"ANKETA_RESP_PARENT","{6D11479D-CA9B-48D8-B2F2-6E3BD8174F57}"
"ANKETA_ANSW_structtype","{46BDEB8D-D936-4D1B-A45D-97AF58D140CC}"
"ANKETA_ANSW_PARENT","{9EF79230-07FF-4709-BAC5-70E10DE0C02F}"
"VRCAccounts_structtype","{8C64CD91-DE65-437B-8250-805C7ACF6A2A}"
"KONK_DEF_structtype","{729BA899-A83C-4DC4-AC0B-0686EBC56F2B}"
"KONK_PRINFO_structtype","{E551D474-E858-4522-8AD3-C616E6A8B121}"
"KONT_PRICE_structtype","{95208895-E4FA-4F1E-8893-7581DA8C55C7}"
"KONT_PRICE_PARENT","{2E3C5C00-99DA-4F4B-B2E3-CD53490217AA}"
"MACT_DEF_structtype","{E25908C4-3F06-4DA2-BA90-A0B12444B81E}"
"MACT_CONT_structtype","{3A9971AA-26FF-4221-838B-D71671F5E10B}"
"ENTDIC_IZMAP_structtype","{E27FCB3D-A291-490B-9C8F-318D3025933F}"
"ENTDIC_STORETYPE_structtype","{A0F41B2B-D9B5-4C7A-9914-3745600E923A}"
"ENTDIC_MTYPE_structtype","{DA96D2F0-F17C-437E-9445-710A4D95DC23}"
"diller_def_structtype","{C0709FE6-5A0F-46FB-86E7-B1E2B08D963E}"
"diller_info_structtype","{D26CD05D-C967-4B56-896E-8F3CE3396E90}"
"diller_msg_structtype","{7C351BFB-540F-42FC-A427-EF63C3B8CDC4}"
"diller_msg_PARENT","{0F94E2EF-4088-4D8D-B6BB-D18CE24211DE}"
"MEFF_ACT_structtype","{7C9612ED-EF83-47D0-88DB-A088CC3E222E}"
"MEFF_PROD_structtype","{92E40E90-FE8A-45AB-B639-B05F7B3E026C}"
"MEFF_PROD_PARENT","{062E68AA-091A-49FB-B413-58929A191E61}"
"PRIEM_PLACES_structtype","{F29EC2B0-9D58-4E67-B628-EB9B9A6599CF}"
"PRIEM_LINES_structtype","{7B193B86-E2EB-4A7E-8669-48E46471B726}"
"PRIEM_DEF_structtype","{0DE0B2A2-DAEC-45EF-870F-65C373ACB229}"
"MPLAN_DEF_structtype","{D8E5A2D1-206C-443E-9E68-B12BE4C64017}"
"MPLAN_ACT_structtype","{4C1D73AF-E81A-44BC-85F1-FF135DAB608E}"
"MPLAN_DETAIL_structtype","{64B6DE85-D982-4487-85FA-25F0F9A46A4B}"
"MPLAN_DETAIL_PARENT","{F87480DD-CD4A-4936-AF9C-0D86E481F639}"
"Price_Def_structtype","{1EAFA753-2C8A-46F1-BD6C-B72B819FC202}"
"Price_line_structtype","{0000F3C7-EC62-42D1-B806-CF9E1BCBC53A}"
"SUBSCR_USR_structtype","{24B338F0-9191-4717-91B7-7A1A1C01EEF2}"
"SUBSCR_UT_structtype","{B0D58A5B-FF90-4181-8E01-740F035F6650}"
"SUBSCR_UT_PARENT","{698C2F09-6B07-4E80-A9DF-F729A962AC00}"
"SUBSCR_THEME_structtype","{04A5F355-ADF7-4165-B721-7ECC37F1240A}"
"SUBSCR_MES_structtype","{11C31204-2C0A-4B01-B1D4-F8F9B725E2CF}"
"SUBSCR_MES_PARENT","{47629513-4099-443B-958F-609C6FEF9DEF}"
"SUBSCR_DEF_structtype","{F5521C0F-446E-4DB6-92E8-922A0F8B4E7B}"
"dir_position_structtype","{55B840C4-36A1-4E01-9542-4EFC5606E910}"
"MARKD_ACT_structtype","{53913736-1729-4758-B505-ABB3F84C5721}"
"MARKD_SMI_structtype","{220CE4CF-BAD2-4D4A-A235-0C40A28B574B}"
"MARKD_SMIAUD_structtype","{0644CD39-2827-4EFB-BF63-F5EA69280C97}"
"MARKD_SMIAUD_PARENT","{12976915-630D-4E7E-AB45-E0AC8EFD8A84}"
"MARKD_PLACE_structtype","{51095054-ACAB-4D6B-B5B0-65E40696E3F3}"
"MARKD_AUD_structtype","{94B46632-2E85-45DA-A4CC-DB7B5018BA66}"
"MARKD_DIL_structtype","{F0955EB3-1C7E-4FB5-B220-6826D2F58C50}"
"dir_flowtype_structtype","{FABE2997-C7A1-4A68-A737-B24D72361C43}"
"dir_flowtype_PARENT","{27503965-CC3C-4977-9E53-87389A51EEFE}"
"STM_DEF_structtype","{CCC61A99-3158-4709-8C6D-508A681F755D}"
"STM_MATRIX_structtype","{7D7C8269-399F-4566-858E-121B3BC76CD2}"
"TRZ_DEF_structtype","{63BAA20D-8A14-4E7B-A854-DAF1328D561B}"
"NAKL_DEF_structtype","{B5DCFE70-0B1D-4193-A4B4-FEE01D94CB68}"
"NAKL_LINES_structtype","{439F94C4-6AC3-439C-9E02-A7433A90F8D6}"
"TRANSD_structtype","{AAECEE0C-993C-4428-88D8-EE0325BE7024}"
"TRANSCOM_structtype","{9D862FC3-13D4-4041-8563-17DBD8062142}"
"TRANSCOST_structtype","{3F4807B6-90DB-4F26-88C7-48E0AA8C805B}"
"TRANSCOST_PARENT","{CB83A51B-E933-4C7C-829D-D033EBF671CD}"
"LAB_INFO_structtype","{ED331F08-9DE6-49A1-B13C-1A5B7E5AA81E}"
"ACTGOT_DEF_structtype","{39B475E4-8247-408C-8316-BC9E55A65375}"
"AKTGOT_LINES_structtype","{EAE366C0-A174-47B9-A53C-CD1E29D89E7C}"
"ENTDIC_ANALIZ_structtype","{66ADDEB4-27B7-4DEF-AE91-407FB5FC1EE8}"
"budlock_line_structtype","{4ADE7074-81C4-4D0D-9AF1-5BC6DEE09253}"
"budlock_def_structtype","{C37BAC8D-175D-4E65-B217-721B424F76DC}"
"budget_def_structtype","{4E223D99-6372-49D8-A173-BFFDDF9F3C7C}"
"inflindex_structtype","{75BB2FCE-CFCF-467D-8B2A-F95DE704A7B9}"
"budget_data_structtype","{53E0D48B-959F-4CDF-86BD-9E5F0CD399A8}"
"budget_inp_structtype","{91552C96-C87A-4100-BB66-F804CF0CCC97}"
"budanaliz_src_structtype","{FC0AF3C0-E8F9-406E-838B-D2B1BF53FB6D}"
"budanaliz_def_structtype","{8C62C353-42C3-41AF-B8E3-2B499C2090CC}"
"budanaliz_plan_structtype","{8340780E-B7A1-4270-B75E-2675D17B59C3}"
"budqry_line_structtype","{D5C37436-7E9C-49A5-93CE-2E912BAEDAF4}"
"budqry_def_structtype","{8F3C5CFF-FAE4-4A0A-8B05-D407CB6D1CF4}"
"budfact_def_structtype","{DA11A7DC-8266-43EB-A550-7E2969A1622E}"
"budfact_data_structtype","{E594A7A0-3F61-4753-85D6-564F041156EF}"
"budsrc_def_structtype","{2A7471D1-7309-4C0B-B3C5-B493B95F38F4}"
"budsrc_map_structtype","{C25CE029-AE07-46FF-AC52-C10FA730BFC6}"
"budcls_elem_structtype","{41F31127-E637-491E-BA9A-58CA2E5D125F}"
"budcls_val_structtype","{31E70D11-8EEA-401E-BB4A-289C58CB86EA}"
"budcls_val_PARENT","{3FD9A92A-A230-4880-B620-F84F44720EEC}"
"budcls_eltype_structtype","{6C1176CC-F61F-4CA2-840F-21F3D6D4DB8F}"
"budcls_analit_structtype","{8E85F88C-0C89-4108-8EF8-EAAED0D06E9A}"
"budcls_stype_structtype","{5E9D14A3-AED6-469D-9195-4433790A5177}"
"budgcls_stat_structtype","{29FE198C-F268-491F-A9D6-5A90249FCB36}"
"budcls_stelem_structtype","{ADF16B3C-BADA-49C9-ADC8-C130A30B0F48}"
"budcls_stelem_PARENT","{A69A4BFF-CE05-41E0-A86E-52567F1A4B40}"
"VRCTorg_structtype","{38E4001E-74A8-41A4-BFAC-4981B994E986}"
"ENTDIC_NTYPE_structtype","{78A9FB72-6A32-41FB-B524-1F3431D7654B}"
"ENTDIC_TRREG_structtype","{40B0D49F-5216-43C3-88C9-ED03126B6710}"
"StateAction_structtype","{CA372916-E2D4-4469-BEFE-6C9F3CFD5CDC}"
"RptSrvMsg_structtype","{B203BD70-3B1D-4916-BF49-6E21613982D5}"
"RptQuery_structtype","{CA067A9E-D174-4621-8366-41D1FA8205E2}"
"RptQryParam_structtype","{BB0026BF-ED89-4B4B-815F-3315DA17FA56}"
"Journal_structtype","{B294B193-64AD-4466-A650-7FE1FF8E25D7}"
"SrvMessageInfo_structtype","{B4F40080-02C2-4EB9-A666-C529198D3F11}"
"AKTRET_DEF_DEFVIEW","{E2E94F65-7DEF-4D50-B214-0CB17BE5ED4B}"
"AKTND_DEF_DEFVIEW","{9A7CA5BE-2F61-4C84-A17D-F9E3E50845D8}"
"AKTBRAK_DEF_DEFVIEW","{67485E69-5825-4532-A8B4-9FB72519A917}"
"AKTRCV_DEF_DEFVIEW","{7D401D92-E016-4DFF-9EED-BB62C89214EC}"
"WFFR_func_DEFVIEW","{2F72FCB4-FDF5-4F22-ABC6-3EA6924C4E2B}"
"ari_card_DEFVIEW","{C80FF0CC-28B0-446D-9782-49497D66C49C}"
"BLOK_DEF_DEFVIEW","{A65BC293-601E-4422-AE65-9FCA1C2C8E77}"
"ININVOICE_DEF_DEFVIEW","{0996FCCA-6941-4EEA-A447-5CF7ED4BEF10}"
"arf_folder_DEFVIEW","{EFC5A5A2-2491-4C5A-9F29-0C6D0332D967}"
"arf_sc_DEFVIEW","{55FDCE7A-F7D8-4ADF-A63B-E728251E30FB}"
"arf_block_DEFVIEW","{9DD1A69B-0645-4903-8BE1-5668C9BA1102}"
"PRJ_TASK_DEFVIEW","{0FF234F2-FC89-48E5-B52E-FF939C5A79D8}"
"VRDG_TDEFVIEW","{CC94E38C-DD25-4B11-8CEA-F35F70D0FC82}"
"VRDGCommon_DEFVIEW","{BA5AB066-8655-4D9F-A943-47E4D8251EBE}"
"VRDGPayment_DEFVIEW","{862A921E-5F29-4C60-ACAF-244EF7F2E71E}"
"ZAKAZ_DEF_DEFVIEW","{CEE1D4DF-C6B9-48D3-AD4B-508E0E7DE051}"
"SNABQRY_DEF_DEFVIEW","{ED7EA47C-B134-492E-BF77-7C47EB5D5FE2}"
"AKTINV_DEF_DEFVIEW","{C762D0CE-EAEF-4A0C-B0BB-62EDE9E8057F}"
"OUTINV_DEF_DEFVIEW","{20988090-7A4F-4186-9ADF-A8143754CCC8}"
"CAL_HEAD_DEFVIEW","{6782A92A-E8F2-4A1E-9194-BB5BF8A9ED9D}"
"card_inc_common_DEFVIEW","{B65875EE-CEC2-4FDC-8B57-ECC6A8B2D318}"
"card_out_common_DEFVIEW","{4EB642BE-70C5-428D-BFAE-45DC5219C886}"
"card_ord_common_DEFVIEW","{5FA26BC2-D548-4D7D-BF45-D443940FF1F1}"
"ctrl_task_DEFVIEW","{B817AD67-43CC-45E6-9C24-239FE7150357}"
"Folder_DEFVIEW","{CD9E56F9-6E99-43BC-9150-48A3221C959D}"
"VRC_TDEFVIEW","{A8FEE591-F4A2-4241-9FFE-823FCC3BB71C}"
"VRCCommonInfo_DEFVIEW","{A45E28EF-11BB-4051-B858-E4B1A42BAD08}"
"VRCPerson_DEFVIEW","{8DE5AEDE-1D5F-417E-940B-551FB4905744}"
"VRCP_TDEFVIEW","{CC27D5BF-1965-443B-A9E0-D81C79A118F0}"
"VRCPDates_DEFVIEW","{D2332AB5-4CF1-4E87-AC76-0E7C39535494}"
"VRCPInterest_DEFVIEW","{3DF810B4-9280-405A-8796-47187FC74096}"
"VRCPCommon_DEFVIEW","{A6B1883D-E7EC-414B-AE27-96D8B9B89FEC}"
"MACT_DEF_DEFVIEW","{5704C661-53A1-47A0-A060-78E1B4D27951}"
"PLNSL_DEF_DEFVIEW","{04F99D03-CD0C-410F-8340-0CBD92CBB2E2}"
"NAKL_DEF_DEFVIEW","{5DDD4A90-41BF-40D2-82F3-DFF7B3E8D359}"
"Num_Values_DEFVIEW","{70293748-AD85-4219-A819-D3E6C49695A8}"
"Num_head_DEFVIEW","{3B9740B9-5302-4ED4-8C4D-ACAACD03E3A0}"
"BKOB_DEF_DEFVIEW","{8F622F42-D4B6-457E-B181-8C1681BABE16}"
"Reports_DEFVIEW","{932878B8-6228-4887-9C83-9726770BCA9C}"
"MTZSEC_RIGHT_DEFVIEW","{52C85B21-AAF3-458A-BEEC-C00D839A9A04}"
"STORDSC_DEF_DEFVIEW","{690049E0-401E-4094-88A8-BE03AFE2B1F1}"
"TECH_DEF_DEFVIEW","{C6A0ADB6-F49F-41F3-9061-F18661E849A8}"
"Filters_DEFVIEW","{D5BF7A5E-6789-487A-BAA8-7082A6441AC4}"
"WFFD_common_DEFVIEW","{0A58F08F-C605-4A8D-A425-BB0ACC236D57}"
"WFDef_TDEFVIEW","{875E94AA-3779-4888-8A11-FB4A9DD04327}"
"WFDef_param_DEFVIEW","{C1B370FF-5A52-4F07-82FC-45EB61955F9B}"
"WFDef_Doc_DEFVIEW","{B3F9DC07-5D3E-4F43-8F28-D1BC0881D544}"
"WFDef_INFO_DEFVIEW","{8D0CB33E-E645-4A76-9B91-BE54B13D64FA}"
"VRRPT_TDEFVIEW","{98C2D79F-BB04-4844-926E-BF263C8515B0}"
"VRRPT_COSTS_DEFVIEW","{6FDDFE7C-D8B0-4986-8870-4DB8F01A45D5}"
"VRRPT_MeetingPlan_DEFVIEW","{7253879F-A319-4030-9F14-C803722E4CE0}"
"VRRPT_Meeters_DEFVIEW","{60C75773-F866-4DDC-B491-8E30AB53A585}"
"VRRPT_MAIN_DEFVIEW","{BB4F5D41-13B3-4DE7-B2C5-777EDC18B557}"
"FPLAN_DEF_DEFVIEW","{C6B0B886-B43F-4698-8585-3BC5D7A34717}"
"VRPRJ_TDEFVIEW","{6654BB9A-5B67-4A8C-8928-46AD7E6C7910}"
"VRPRJ_JOB_DEFVIEW","{5D7BF01F-2104-4021-BDA6-A8BDB17317F4}"
"VRPRJ_TASK_DEFVIEW","{F83449CC-DA45-4186-AC81-8860DB533719}"
"VRPRJ_COMMENT_DEFVIEW","{C24AD196-4D9C-4EDB-A23D-8973B5E9F079}"
"VRPRJ_COMMON_DEFVIEW","{36014DA4-DB48-41C2-BCBF-F4E476A4EF2A}"
"MACHIN_DEF_DEFVIEW","{A5C517EB-3E5B-48B3-B018-E35D4A078FC4}"
"WFRtm_TDEFVIEW","{4E0D6630-546B-428C-A3C8-70CE88524A20}"
"WFRtm_main_DEFVIEW","{A2A087CE-F0EA-42E5-9CE8-AC2EB9C9F707}"
"RECEPT_DEF_DEFVIEW","{AFBDC6EF-2775-4E46-AC59-20E8046C8FB5}"
"VRDOC_History_DEFVIEW","{6CAF7154-3AAF-4F75-B0A4-5E528C5B6DCC}"
"SERT_DEF_DEFVIEW","{E860D481-04FE-491C-951C-FF73249F3B6C}"
"FIELDTYPE_DEFVIEW","{F115D679-A635-4689-8FF9-F1AB2CF03338}"
"SHAREDMETHOD_DEFVIEW","{9A0BB248-868A-4A0F-9D87-0D19DB7D5620}"
"OBJECTTYPE_DEFVIEW","{ADCF0962-B557-4857-85C3-E3F533085DBF}"
"PART_DEFVIEW","{945ED0DE-22AB-4EE7-AFDB-AE1FC2021B3F}"
"PARTMENU_DEFVIEW","{9DE94637-1460-45C8-8CE7-CEBCBE508779}"
"FIELD_DEFVIEW","{CD656C25-E6E3-414F-8E32-736B1819D5C6}"
"OBJSTATUS_DEFVIEW","{E4042A76-095C-4A3E-9D56-D49853FE0702}"
"OBJECTMODE_DEFVIEW","{5842A042-4EEA-43AB-A18D-3DA29FFE469F}"
"TYPEMENU_DEFVIEW","{F98DB1DA-D20B-4EC8-9D0A-1E0EFDFF5A73}"
"MTZAPP_DEFVIEW","{0B67EA70-C345-4245-AC0B-2BAA5CD3403D}"
"GENPACKAGE_DEFVIEW","{F99A80AF-B1A0-41F0-B77D-0ACCD6252903}"
"GENERATOR_TARGET_DEFVIEW","{BEE7744C-B8C3-49B8-9CDA-24946D3612C7}"
"CHATRecipients_DEFVIEW","{BCD71031-71F7-4233-A64D-290E127B4B32}"
"TRANSD_DEFVIEW","{CE3ECC1E-512C-43B1-9C1F-07D59004F52F}"
"TRANSCOM_DEFVIEW","{A7A85D0F-F7A5-4590-A92F-67603F58FEDE}"
"BKDIC_PLAN_DEFVIEW","{897D2524-97FB-44A1-B5C9-4C4B6BCC273B}"
"BKDIC_ACC_DEFVIEW","{203287BA-4E3C-4D65-9755-2813856C618D}"
"dir_flow_DEFVIEW","{6EF1791C-E927-4711-B650-A74C2C0C4507}"
"dir_ordtype_DEFVIEW","{5A37061C-389E-446E-A800-6080EBD918ED}"
"dir_org_DEFVIEW","{522F141C-FA50-4E2F-8B99-F6FBB88BD431}"
"dir_departments_DEFVIEW","{54F7BAB1-1A17-45B7-B755-D08B0353C918}"
"dir_inctype_DEFVIEW","{17BB27D7-CF56-4F79-89DC-65308F54B088}"
"dir_reftype_DEFVIEW","{193E07BE-8C37-46D3-9994-965E7415E358}"
"dir_jobstates_DEFVIEW","{3B329607-54B7-4390-B75B-92BFFF19CE8C}"
"dir_outtype_DEFVIEW","{745708E7-3BB6-4FA4-A0E3-740B3003E1D5}"
"dir_theme_DEFVIEW","{7902A663-EDD3-41C3-8E6D-364AECDCE7D2}"
"MARKD_PLACE_DEFVIEW","{DC099ADB-0068-41A5-92A7-C565FF0D2D54}"
"MARKD_AUD_DEFVIEW","{E97A280F-5FB5-49A0-AC31-9E78AA453E6F}"
"MARKD_DIL_DEFVIEW","{6DFDC737-12FA-452B-B18E-3CD222100675}"
"MARKD_ACT_DEFVIEW","{30158AA0-8DD2-4692-9729-406A17AEF849}"
"MARKD_SMI_DEFVIEW","{9232444A-0198-4786-A6E8-1B6D191050C9}"
"ENTDIC_BANK_DEFVIEW","{7BC773A6-9BE3-400C-829E-5300CC95FBC8}"
"ENTDIC_MTYPE_DEFVIEW","{13857803-FE46-4638-B48A-819740E9E0B7}"
"ENTDIC_DOST_DEFVIEW","{E9FEE952-DF51-4413-9D82-7DDB8B079936}"
"ENTDIC_TOWN_DEFVIEW","{8782714C-CF4C-422A-AD75-E41304DDD0FB}"
"ENTDIC_ANALIZ_DEFVIEW","{1A63DC03-43D8-4955-81DD-36F99D7D244F}"
"ENTDIC_RWSTATION_DEFVIEW","{F38001F5-4400-41E1-9224-226AC06C3DBD}"
"ENTDIC_DEPTYPE_DEFVIEW","{4A7BEE61-FE02-4EF9-BB13-570910CCB3CF}"
"ENTDIC_URTYPE_DEFVIEW","{A3586556-A059-45DB-8C29-0F975EF76440}"
"ENTDIC_VOP_DEFVIEW","{D21BA20C-FC9A-4E25-8CD7-957D0E01D9A8}"
"ENTDIC_VP_DEFVIEW","{2D743219-930B-4185-B589-3D6DCC78A479}"
"ENTDIC_EDIZM_DEFVIEW","{EA0108E8-FD46-434E-840C-C2B783B0C6C8}"
"ENTDIC_RWSRV_DEFVIEW","{916A59FC-1DE3-4364-B5CE-CDE7D0DFDF34}"
"ENTDIC_IZMAP_DEFVIEW","{5C692DB6-C436-4589-A16A-A298F7311590}"
"ENTDIC_CURRENCY_DEFVIEW","{12711845-F187-492E-AAE2-C5FA3E1E0936}"
"ENTDIC_STORETYPE_DEFVIEW","{B5651093-4B6D-4D97-B434-E787FD7938F9}"
"ENTDIC_MACHINES_DEFVIEW","{23A5C2B1-1C11-4EB1-B415-A0D0EA1FC097}"
"ENTDIC_CLITYPE_DEFVIEW","{FD73F61B-0219-4370-95E1-D02E83B61A91}"
"ENTDIC_COUNTRY_DEFVIEW","{DFF1957F-F45E-4149-BFC0-DFB36EB4E65B}"
"ENTDIC_PACKAGE_DEFVIEW","{5A92D59A-DC39-4918-86FE-BE2353E7436E}"
"ENTDIC_SRV_DEFVIEW","{ECEEFBD3-D529-44A0-B420-BFEC2EC338D1}"
"ENTDiC_RETTYPE_DEFVIEW","{3AAF45B3-88F1-4DC6-B589-797A666425F0}"
"ENTDIC_REGION_DEFVIEW","{2CBA38AB-1035-483A-BE4E-43DF19014342}"
"ENTDIC_VOT_DEFVIEW","{CA5619C2-32CC-45DB-9382-5A585D413130}"
"ENTDIC_PRTYPE_DEFVIEW","{904C0862-9FB8-4FBC-A200-A11596FB70C3}"
"ENTDIC_NALOGI_DEFVIEW","{C56D1AE1-2085-4E7C-B896-908961C8C0FE}"
"Users_DEFVIEW","{E7990635-6509-4F1D-BD55-916BB32BDEA6}"
"Groups_DEFVIEW","{206A258E-B02D-43AC-8A8B-507EF30B0647}"
"PRJD_JSTATE_DEFVIEW","{1CA44537-A43B-4D53-B5B6-14CAB221350D}"
"VRDContractStage_DEFVIEW","{3BC90EF4-4148-4967-A093-469E4E354F5F}"
"VRDRreportType_DEFVIEW","{EF02C659-ED9C-458E-9E04-E43E8E1C7592}"
"VRDPrjType_DEFVIEW","{4EA1F6AE-9E17-42E9-87B2-0BDC78D94528}"
"VRDStream_DEFVIEW","{5C6564D5-A87C-4B24-B613-287AA249936B}"
"VRDInterest_DEFVIEW","{5866BA13-0D99-4915-9216-8519481A27DC}"
"VRDDocType_DEFVIEW","{369B0E22-60C8-4383-A460-0E91848343D0}"
"VRDLoyalty_DEFVIEW","{A9AB9F79-1F2A-4176-BA35-75B6A0735EBB}"
"VRDMarket_DEFVIEW","{8E7C9015-FF44-42C8-BDE7-17656D7DA1A3}"
"ENT_MATGRP_DEFVIEW","{862DA306-CF40-4ADE-A2E2-DF8B090D8974}"
"ENT_MAT_DEFVIEW","{4BE6D86A-7510-44F0-A5C9-68A733EF0929}"
"ENT_GTD_DEFVIEW","{80E98A96-5941-4642-85B3-CB59D20E6A0B}"
"TTN_DEF_DEFVIEW","{BE5D502C-2854-4D65-9218-CB184726B7EF}"
"art_themes_DEFVIEW","{B1B8B9C2-8F62-4D74-983F-36E93126D727}"
"art_head_DEFVIEW","{E50B8A32-A933-4F2E-B353-52DF02AA0B1A}"
"FileDef_DEFVIEW","{F18B8B4C-BFBD-4568-8984-A8FA9B404292}"
"arcatfolder_structtype","{C6D912D8-7317-464F-AC81-4E3063D53EC6}"
"arcatdocs_structtype","{4ADB4FF0-0D9A-4929-BA61-879234AE75C6}"
"arcatdocs_PARENT","{2B44D3C6-5209-4C50-B2DE-535AC845BA5E}"
"UsrDocAccess_structtype","{1D6D15E4-B023-49F6-9842-B211F512FBDA}"
"TRZ_INFO_structtype","{A6A290D7-2E24-4279-81DE-220D5393ABC1}"
"NEXTSTATE_structtype","{D4A97082-3157-45B4-A0D6-6E99524CEDDD}"
"NEXTSTATE_PARENT","{0A0AC5F5-1B0E-4A11-948C-BEF7BB054C4F}"
"ENT_PACK_structtype","{64CBE254-A1BB-4352-A3E2-7691B2A6BFBD}"
"TCHAIN_DEF_structtype","{28A36297-6414-4C33-8D2A-947D74A467E2}"
"TCHAIN_STEP_structtype","{5E7D69BD-5A61-4C3B-B052-AE4D580C6658}"
"TCHAIN_NEWDOC_structtype","{17A99BAD-5F68-4E25-963B-C9703FB1AFA9}"
"TCHAIN_NEWDOC_PARENT","{C0D2C81D-C858-420A-8D6C-4EF014C987D8}"
"ENT_OS_DEFVIEW","{13579276-F577-4110-8D12-15D2BD064993}"
"WFDef_master_structtype","{2935F0EC-065A-4E30-80CD-327BEBC87306}"
"PLIND_DEF_structtype","{9A50E449-5DD1-4835-B7DE-4C0A6C14EA24}"
"PLINV_LINES_structtype","{06EE37B4-1491-42A2-A6F2-267B8117307C}"
"PLREM_DEF_structtype","{F5A3AB1E-1C97-4DBB-BFF1-D75D609EBF98}"
"PLREM_LINES_structtype","{84F78043-C52A-48CB-8EEB-47E905FDA18C}"
"budcls_eltype_DEFVIEW","{2A001596-46A2-4279-8CC3-CEF10CC34541}"
"budcls_stype_DEFVIEW","{1E934E53-D042-4235-9CA7-64B99ECCC0DB}"
"budcls_elem_DEFVIEW","{5971A1F8-86BC-4F84-A2E5-1046A550ABE6}"
"budform_def_structtype","{44EE3EAA-7069-411D-AA2D-A2D9CAC41334}"
"budform_lines_structtype","{94C8375B-07FB-4511-911A-3795284BE6D4}"
"budanaliz_def_DEFVIEW","{7ABA7653-CD8C-4040-885F-ED47BE90AE5A}"
"PLNVP_DEF_DEFVIEW","{40653CFC-C68D-4634-93FE-DE22A00F1171}"
"diller_info_DEFVIEW","{354371FA-BCE0-464C-BF03-DA36066D5628}"
"TRZ_INFO_DEFVIEW","{9B2DCE24-923F-4860-9C83-A462DD914DA6}"
"budqry_def_DEFVIEW","{4003FF75-540C-4606-9746-78C289540C58}"
"budfact_def_DEFVIEW","{E85BFD58-3505-44AF-A821-99CCBF34ED0E}"
"KONK_DEF_DEFVIEW","{72F88392-8DFB-49B6-A469-0F121DBB8DF0}"
"budform_def_DEFVIEW","{DF2AE8CD-DA86-44BB-AFE4-2AB1BE2A4096}"
"MEFF_ACT_DEFVIEW","{4F2DEF33-CE5E-4B63-B66B-F2E34AE777A5}"
"SNABPLAN_DEF_DEFVIEW","{2D6D970E-D74B-476D-871F-4EA25D4882DE}"
"MPLAN_ACT_DEFVIEW","{F2AB3D39-403F-499D-BBA5-7F0803B6398D}"
"MPLAN_DEF_DEFVIEW","{984A33F2-088B-426E-B470-B8C51513E946}"
"PLREM_DEF_DEFVIEW","{8C0B0B6F-B062-49FF-BF76-324BCFE08197}"
"budget_def_DEFVIEW","{0AE0F9D2-E3E9-48FB-BC59-B14580910D7E}"
"PLNSLQ_DEF_DEFVIEW","{CA9D683E-F903-4D8C-A106-74719E78B856}"
"SRVIN_DEF_DEFVIEW","{BB02E0AD-65AD-4D93-822B-5AB5F3DB39F8}"
"Price_Def_DEFVIEW","{172C6418-B6A3-44F4-9CBF-41B28D3081B5}"
"SUBSCR_THEME_DEFVIEW","{D38AFD4C-529B-49FB-838B-9A077BB09168}"
"budsrc_def_DEFVIEW","{A6F51FF7-6583-43AF-A1D1-D941B6831BC4}"
"SUBSCR_USR_DEFVIEW","{08A6C1C1-0D00-468A-944A-086B8899507D}"
"budgcls_stat_DEFVIEW","{B6DBFDCB-A5F1-4498-9121-8ACA63230F77}"
"budcls_stelem_DEFVIEW","{3B0CF53D-64AE-48A5-BAD7-E831A09BF341}"
"budcls_val_DEFVIEW","{BF3438B3-6564-4BB6-AEA9-F88C9BB0464B}"
"budcls_analit_DEFVIEW","{56C0B044-1F79-40A3-8557-B958A466857F}"
