"MTSYSTEMID","{9A360531-D935-4676-952A-5BF35A5CFE80}"
"HACCP_DIC_METH_structtype","{9C624D59-D493-412F-914C-CB4D4368CDD7}"
"HACCP_DIC_METH_DEFVIEW","{7CC3AD86-8FF2-4E12-8AC0-83078D25EEDA}"
"HACCP_DIC_RGROUP_structtype","{6FA8E017-311E-4BC0-9E26-1FC979F38B9C}"
"HACCP_DIC_RGROUP_DEFVIEW","{7FE2F5C2-CA58-4E48-803E-2A8D0EB999C3}"
"HACCP_PR_DEF_structtype","{EF0F2D5D-90B1-4571-9E25-95A11A6603D7}"
"HACCP_PR_RISK_structtype","{7D9D9332-92F5-408D-AE29-1E2045A6A690}"
"HACCP_PR_RGRP_structtype","{547CEB93-A837-4E7B-8358-ED3F62D90F05}"
"HACCP_PR_RGRP_PARENT","{C9CF9E78-735A-4875-852B-8AB4089433F3}"
"HACCP_PR_PRC_structtype","{81D261EF-18C2-4195-B442-2B5351A0A774}"
"HACCP_TR_DEF_structtype","{36AAEFD1-079D-4AA6-BBC1-E1AF48BE6E7E}"
"HACCP_TR_CP_structtype","{CCB8CF9C-6006-4583-A747-1F44CE4129AE}"
"HACCP_TR_FACTOR_structtype","{661C6697-65F3-433A-BD57-2132EB4995AF}"
"HACCP_TR_FACTOR_PARENT","{624D53DD-1D58-4F64-96BC-E35BADC6F01E}"
"HACCP_PRC_DEF_structtype","{9E344188-607C-49D4-B3ED-3887D6F39429}"
"HACCP_PRC_STP_structtype","{228D094B-0CB3-4B5F-ACD8-457645B36787}"
"HACCP_PRC_FKTR_structtype","{475C15DB-ED81-4F06-9B80-177C200A0D35}"
"HACCP_PRC_FKTR_PARENT","{AC0668EC-75D5-4FD5-AA85-FD06865C02D1}"
"HACCP_PRC_LIMIT_structtype","{69A5CE61-5841-4D81-A63F-AD695529C670}"
"HACCP_PRC_LIMIT_PARENT","{B00A6187-27F4-4842-B115-406C4D3A4B05}"
"HACCP_PRC_CTRL_structtype","{7BE761A0-92D5-4767-8914-6B41ED82C2D1}"
"HACCP_PRC_CTRL_PARENT","{2F8931A8-6FB1-4DF8-A0DD-D4C2E845F22E}"
"HACCP_PRC_PREV_structtype","{4150729B-B11D-444F-A1D8-0F145B3B39C9}"
"HACCP_PRC_PREV_PARENT","{C4969823-D27B-4D54-9DEA-E3E6F1308F56}"
"HACCP_PRC_ACT_structtype","{9704A611-69E3-4963-8AAC-25F57828365E}"
"HACCP_PRC_ACT_PARENT","{E76067F9-3332-456A-A6D1-D554FE621D8E}"
"HACCP_PRC_LNK_structtype","{50401AA4-C7B6-4CF5-8926-270CFF1B4206}"
"HASSP_PRC_LCND_structtype","{2C669BEE-4177-414C-BF84-377DFB7A957E}"
"HASSP_PRC_LCND_PARENT","{92DED0B1-AE77-4365-8D6F-35DAFB58F3F7}"
"SR_SHED_DAY_DEFVIEW","{F784BF9D-4E2E-47AD-A0B1-0D97092E89CD}"
"SR_SRV_DEF_DEFVIEW","{EC5D0D18-B3F8-4587-A8D9-1A19065665A1}"
"SR_SRV_MSG_DEFVIEW","{0A71F08F-4948-4095-9247-21CE6B69AFAF}"
"HACCP_PR_DEF_DEFVIEW","{D3CDB582-5D32-4B85-ACBC-A5FC6AE3A89C}"
"HACCP_TR_DEF_DEFVIEW","{C24B8F43-1584-468B-B8B1-11DC33C0C72F}"
"HACCP_PRC_DEF_DEFVIEW","{304295B5-5AB3-40BF-8439-C7344C8702E9}"
"HACCP_ST_DEF_structtype","{55E982F8-8C2C-464B-9FC2-B8F6C1B251F0}"
"HACCP_ST_FKTR_structtype","{A6A9742A-EF49-4F3B-ACDF-0EAACC39D966}"
"HACCP_ST_CTRL_structtype","{5EEEB33A-76C9-4D64-B2C6-0319D74DA2EF}"
"HACCP_ST_CTRL_PARENT","{297713E1-75EA-4BD8-A990-921F4FE11D9F}"
"HACCP_ST_PREV_structtype","{E4556F4D-FD6E-4DE3-9862-83F4D376998F}"
"HACCP_ST_PREV_PARENT","{1B88320D-CDDE-4FC5-9E40-E071F80EADE2}"
"HACCP_ST_LIMIT_structtype","{41F2FFC8-950A-41E8-9B39-F6C5CFAC5FAF}"
"HACCP_ST_LIMIT_PARENT","{98444FE8-BFE5-41EE-A423-B914B3AF9758}"
"HACCP_ST_ACT_structtype","{66E04FA7-A3D9-4D38-9C16-29E330CE9F04}"
"HACCP_ST_ACT_PARENT","{3A226324-35CB-4B4D-8BFC-6C34CA9F2858}"
"SR_SHED_MSG_DEFVIEW","{C8120E5F-0B88-4C90-A106-D79BF7298C54}"
"SR_DIC_PLACE_structtype","{E8AE0E80-C80E-4E3D-A626-08FC30D26658}"
"SR_DIC_PLACE_DEFVIEW","{3408344C-8F1A-4286-AD95-ECC3DAC9F5A3}"
"SR_DIC_ALLOC_structtype","{FF8FAB8D-D3DE-4E5A-81C0-9783EDB5ECDB}"
"SR_DIC_ALLOC_DEFVIEW","{74214F3C-4098-4915-A2C5-3C416BBF7765}"
"SR_SRV_REQ_structtype","{9CA1893F-19EE-4B03-8ADF-7AA97F649963}"
"SR_SRV_REQ_PARENT","{4F1F691C-7752-4FF9-873E-4D19A851B188}"
"SR_SRV_REQ_DEFVIEW","{0D1C86E2-6A5E-4DF7-A3FE-D8861E27DA86}"
"HACCP_SYS_DEF_structtype","{B75F11C6-99AD-45B1-ADE8-EBC397661422}"
"HACCP_SYS_DEF_DEFVIEW","{2DF64817-F3E9-426C-AE8C-0E170E4601EE}"
"HACCP_SYS_REG_structtype","{4EE9E02B-B4CC-41ED-9563-72E03A3DCD4F}"
"HACCP_SYS_POLICY_structtype","{3B7A7F8E-0A3E-4050-9CA0-1B7AC02FB437}"
"HACCP_SYS_GORDER_structtype","{866CE8EE-87F5-4024-A726-0114849DDC71}"
"HACCP_SYS_ORD2_structtype","{C7A81486-255B-49E1-B24B-EC2033BD7006}"
"HACCP_SYS_ORD2_PARENT","{4C40D7E3-84B8-436F-AAEF-2C7D22CB2546}"
"HACCP_SYS_PROD_structtype","{5FFB26F2-3F9A-467B-82B9-6C51F33BAAA1}"
"HACCP_SYS_FACTORY_structtype","{83A34E8D-DE92-4F76-9E8D-B488B2B8A108}"
"HACCP_SYS_PRC_structtype","{5ADBC554-D5A1-49E2-B825-B4AFDF96B052}"
"HACCP_SYS_PRC_DEFVIEW","{F216282A-7377-4994-8728-2C5D356D9692}"
"HACCP_SYS_INSTR_structtype","{ED4323D3-D489-4A81-A615-67722ADABEED}"
"HACCP_SYS_RISK_structtype","{B5658ACF-0EBF-4B03-B76B-6D6E61B8A949}"
"HACCP_SYS_FLIST_structtype","{8D4825F7-1A6C-488A-9440-49886B643A12}"
"HACCP_SYS_FLIST_DEFVIEW","{B40E32D7-0FFB-4D22-BB09-E2DA83EC9999}"
"HACCP_SYS_PREVENT_structtype","{E88DF7C8-E444-4542-9F6D-36D382FB29F9}"
"HACCP_SYS_CCPM_structtype","{CFB51F08-38D4-43EF-8057-A18E75DBDF87}"
"HACCP_SYS_CCP_structtype","{605DA7FA-B583-455B-BA65-F4CB18FA7A04}"
"HACCP_SYS_BLANK_structtype","{647D1F60-4959-43D7-8BF2-25DAC132D5BB}"
"HACCP_SYS_CTRL_structtype","{3DC1C956-3A1F-4CAE-82E5-BEEF1EE46A32}"
"HACCP_DIC_OTRASL_structtype","{62FAEFAE-C5D6-4E7D-A957-41F224061250}"
"HACCP_DIC_OTRASL_DEFVIEW","{416903EF-F80E-4465-B56A-641C2A50D53E}"
"HACCP_PR_SRC_structtype","{DE569C1A-2C1D-4102-9556-D0DB0EEFC095}"
"HACCP_PR_SOD_structtype","{C76FEB76-6106-4914-9658-C420B2CCD8A6}"
"factory_def_DEFVIEW","{88814A7D-9313-4128-B6D0-8D63D092FFED}"
"factory_unit_DEFVIEW","{2A53F220-3984-40DE-A2A2-04030B9A9937}"
"factory_machin_DEFVIEW","{5091138A-0750-4E01-A5B7-93DF039D9E46}"
"HACCP_SYS_PRGR_structtype","{A51D06F7-822F-43FE-80AA-A48E3ADC2F6B}"
"HACCP_SYS_PRD_structtype","{0305782B-BA53-4AB0-AAB5-B1587ACA4864}"
"HACCP_SYS_PRD_PARENT","{F3AFEE99-8BA2-4263-B296-9612319EC756}"
"HACCP_SYS_KKTUN_structtype","{FD40F797-7FF0-4C86-BA74-5109678A09D1}"
"HACCP_SYS_CHECKS_structtype","{A7C01D31-A35F-485D-9EE6-72113E6DBCE5}"
"HACCP_SYS_CHECKS_PARENT","{94AC44C9-D3ED-4BB3-A1EB-E4A3529AE0DE}"
"HACCP_SYS_CPR_structtype","{043CD087-7D06-4496-8B59-12A6D72ED354}"
"HASSP_SYS_ERR_structtype","{250FE77E-9F23-444D-94CC-79ABF09DE728}"
"HACCP_DIC_GROUP_structtype","{0C84A227-FFBF-440B-BBA0-3560B0AF0686}"
"HACCP_PR_ND_structtype","{51E51743-4AF6-47FD-8F08-C32224483B27}"
"HACCP_PR_IDN_structtype","{F66D6EE7-6D27-4F07-823D-DDEC8DF7049F}"
"HACCP_DIC_GROUP_DEFVIEW","{7AA856F2-7CA3-4C28-B0B7-B055B51509F0}"
"HACCP_MON_DEF_structtype","{81E4D4C0-647F-4D2A-B910-CDD7073D8912}"
"HACCP_ST_ELEM_structtype","{5261763D-30EF-4D34-B123-DB3E60CEC1C1}"
"HACCP_ST_CPARAM_structtype","{75561C7D-20A4-46D3-A3FE-A50899E91034}"
"HACCP_ST_CPARAM_PARENT","{95D4E05C-98FE-4C3B-B093-D048B8EDFD9B}"
"HACCP_SYS_PREDOG_structtype","{BC7E4D64-20EE-48DD-BF89-C42F2A9CF9C9}"
"HACCP_SYS_PREDOG_PARENT","{ECE0C844-6BC9-4BCC-9076-9E2ABA16551D}"
"HACCP_SYS_PPD_structtype","{A1FF4B98-2B44-4376-95A5-97E989633481}"
"HACCP_DIC_DTYPE_structtype","{9FBAC3FC-84FF-4D3C-99C8-0D304CB0967B}"
"HACCP_DIC_DTYPE_DEFVIEW","{21015849-458B-485B-8807-F3BEE57EE67B}"
"HACCP_PRG_DEF_structtype","{30A9A322-35FF-490C-BF38-DC77911A6BDB}"
"HACCP_PRG_DEF_DEFVIEW","{FA9F6B6B-B2E3-4CAA-86A4-3F2FC9960D27}"
"HACCP_PRG_MEET_structtype","{85EB6AAE-8C8C-49B6-9C11-728B28754289}"
"HACCP_PRG_TREN_structtype","{116D0B58-9355-4940-B094-F837C9D43FDB}"
"HACCP_PRG_CTRL_structtype","{C6CBA570-9E74-45E8-AE2E-82C8F061F3B1}"
"HASSP_PRG_ERR_structtype","{1E6ACFFF-21D8-4D93-9209-B4405D4CD50D}"
"HACCP_SYS_RISKRULE_structtype","{BCAA6823-491A-4D53-9C82-4F24BDFCF8B0}"
"HACCP_SYS_RISKRULE_PARENT","{6C45B9AE-3AF2-4C49-81AB-2BD9B7BCAE36}"
"HACCP_SYS_KKTRULE_structtype","{765CF89C-321D-4FAB-B225-696013014E08}"
"HACCP_SYS_KKTRULE_PARENT","{B9E625B6-501C-4A04-9064-5460D752C4B0}"
"HACCP_ST_CMNPARAM_structtype","{E2438D58-9577-4EE3-9FF2-670FFE3A4627}"
"pekz_def_structtype","{16DEDAB7-EFC3-4651-8EB2-E9F27F4AED96}"
"pekz_dop_structtype","{7AC33D13-7AA8-448E-B134-C2893F655B82}"
"pekz_path_structtype","{650D9BE8-A921-4CEC-A689-20ABA2097DA8}"
"PEKZ_RCV_structtype","{265B38B0-83F4-475B-8DAF-D3C1A26A575D}"
"WEBC_NEWS_structtype","{27653891-60BC-4512-9B44-95F90B91C5A4}"
"WEBC_BLOCK_structtype","{8111E9A7-AD33-419A-8A6E-417DF1055D53}"
"REPQ_SND_structtype","{B30DA2B9-5CB1-4701-93F5-34CF1ADEAC1D}"
"REPQ_RCV_structtype","{532895DE-B098-46D4-9113-AAEA72F605A3}"
"REPQ_DATA_structtype","{2A3D9931-C4F1-41BD-AC24-00A71A311019}"
"MTZMOD_DEV_structtype","{2CB8E084-1EB4-431F-9D06-7A056B430D84}"
"MTZMOD_MODULE_structtype","{2FAA58E3-FBB3-44F9-8159-5BF7282794F2}"
"ROLES_DEF_structtype","{E031583E-7734-43AB-92D6-C821A20E8AFE}"
"ROLES_WP_structtype","{54C24007-9345-4E6D-AC23-30AF731DDF0E}"
"ROLES_ACT_structtype","{E870BEB3-1CA0-40FA-B4CB-C8B312DDDF42}"
"ROLS_MAP_structtype","{D5861FAC-DF31-4AC2-BF4A-1D969748D4CD}"
"ROLES_USER_structtype","{DE9230F2-3C1D-490B-AF41-576DB4DC8D13}"
"PEKD_PO_structtype","{C38EDFBF-3D18-47C9-84C4-F53FB166EC2D}"
"PEKD_TEMPLATE_structtype","{A22242F2-AAC2-49EC-B3F2-65CC50F62575}"
"PEKD_TRFTYPE_structtype","{9D0DB8C5-2C45-4364-ACAD-5537158DA4B6}"
"PEKD_DSCTYPE_structtype","{0AEC0A01-1B91-4E3A-B486-F6F6D5D5A65F}"
"PEKD_GOTYPE_structtype","{DCADE08E-0851-4C53-A310-6FAEEB7141F5}"
"PEKD_SRV_structtype","{37F12F7A-2B26-4826-B28C-79F0262B8494}"
"PEKD_TRTYPE_structtype","{3D351942-6C12-4B40-938E-474A97DF9A54}"
"PEKTRF_SRV_structtype","{A85E9282-3153-4A59-8FB3-F35E93605658}"
"PEKTRF_DEF_structtype","{CBC32C8E-493C-4676-B0BD-130C21810204}"
"PEKTRF_TR_structtype","{77578429-3CC7-4D7C-950B-E0DF7C723586}"
"PEKF_INFO_structtype","{11506735-A7B3-44A8-ADE0-C3690FB4CEF2}"
"PEK103_DEF_structtype","{EE5F7E8A-7B6F-46C4-8B27-E5274DBEEF34}"
"PEK103_LINES_structtype","{AAE0FB6D-FD86-4272-9334-67DC8DC3CBA3}"
"PEK16_DEF_structtype","{915E419F-B9DB-4D0A-A79E-32EB6988EC29}"
"PEK16_PO_structtype","{406413A8-D2BE-49D7-8A2A-DD17704FD984}"
"pekz_def_DEFVIEW","{91F7B4C3-D8DC-4C7D-9A3D-68898FABBD27}"
"ENTDIC_RWDIV_structtype","{E296C03A-E72E-48CD-A795-B6A3BD07D6D9}"
"ENTDIC_RWDIV_PARENT","{9D1071E6-F714-4C5D-BBCC-7CD3D947C087}"
"ENTDIC_RWSTATION_PARENT","{E2532FF5-A1DA-4C4A-81B3-9AA97929FA0C}"
"PEKD_TEMPLATE_DEFVIEW","{F05ABE5A-7700-4306-AB29-8A4C0B49C0C7}"
"PEKD_TRFTYPE_DEFVIEW","{3B0FEB2F-CED2-414A-A73E-B12CBC05057F}"
"PEKD_DSCTYPE_DEFVIEW","{021744F4-8A73-405D-963D-14E1C9DCCC10}"
"PEKD_SRV_DEFVIEW","{DB2DA906-07B0-4FBD-8132-0C0E717D2B5B}"
"PEKD_TRTYPE_DEFVIEW","{35BFBE2A-AF1F-44D0-9624-90CDAB7DD827}"
"demob_r_structtype","{9F00924F-AF01-4956-BCED-1ACC9910F792}"
"demob_d_structtype","{6BE831C2-FF1E-4FBE-9C64-D950AA350611}"
"demod_ov_structtype","{BD70AE82-84F6-436E-A11B-7D651935F90E}"
"demod_vd_structtype","{CB4BA4EA-FC76-4AF1-98DB-48D9E0571132}"
"PEKZ_DOCS_structtype","{1F045CF3-3C58-426D-8FB1-AD269311ADD7}"
"PEKL_DAYLY_structtype","{9A17E9B1-ECE3-49DA-9E9D-3F129FF7AE04}"
"PEKP_DEF_structtype","{80708734-35C6-4C70-96AD-6BF7670B082D}"
"PEKP_DEF_DEFVIEW","{0A375B07-A660-4453-9A04-59CD87A5C22E}"
"PEKO_DEF_structtype","{7E728F13-BA7F-4170-A1D8-52B09FE985D7}"
"PEKD_TRFGRP_structtype","{89F4FE90-2542-4559-A5F2-4F51CF2381C0}"
"PEKD_TRFTYPE_PARENT","{659D0FE8-F2ED-4E2E-95CB-0A6303605B19}"
"PEKD_TRAINS_structtype","{512472DB-EBD3-4A13-9D67-9008045802DB}"
"PEKL_DEF_structtype","{30C4D40E-4954-4ECF-9995-E1AE117D96EF}"
"PEKL_DEF_DEFVIEW","{4646AF85-B9F2-42E7-A875-427AFFA8B2A2}"
"PEKL_WDAY_structtype","{29EA71B2-C8DC-4319-B8F5-D03AABF6DF80}"
"PEKO_DEF_DEFVIEW","{DFD2089D-554E-44EF-B11C-1B9152F880C9}"
"WBCRD_DEF_structtype","{0C5F1E16-FC93-4526-9A05-8D63D06BE103}"
"WBCRD_DEF_DEFVIEW","{6DD40732-4725-42FC-BA75-20596DF62B70}"
"WEBCRD_NUM_structtype","{A6CE2CB9-38AF-452A-B5E4-8C073AEEFD71}"
"PEKTRF_DEF_DEFVIEW","{4F9D9976-A4E4-41B1-AA96-AFAC2E663EA9}"
"PEKF_INFO_DEFVIEW","{48CE4FEB-6AC1-48DD-A8C0-8BA46FBA8FB2}"
"PEKF_IDX_structtype","{74CD837C-17A7-4000-8F97-9D9E87476B26}"
"SR_SRV_ACTION_structtype","{62D84D45-477F-489E-90B9-DBE7B3273089}"
"SR_SRV_MSG_PARENT","{14361539-349A-4DA6-B329-9D77246B6435}"
"SR_SRV_ACTION_DEFVIEW","{EA6E8839-BF3F-4832-94F6-4966BFF8010C}"
"SR_SRV_PAYMENT_DEFVIEW","{1ACA7CCC-A43C-44F2-97C0-A34145038BF2}"
"SR_SRV_ACC_DEFVIEW","{D4DF86D8-F1BC-429E-B588-59D5DE35E1A6}"
"SR_SHED_BACK_structtype","{A83A129F-E9B4-4D5B-8979-96CCAF4558FE}"
"SR_STATE_ERR_structtype","{F86E20C1-F156-4942-A92A-E71356C624D7}"
"SR_STATE_ERR_DEFVIEW","{7F0067D8-D459-40FA-9EE3-A4D19678C676}"
"SR_STATE_DEF_structtype","{EB6E3FED-38F4-4913-A483-FA5A36E2EAA8}"
"PEKTRF_SRV_DEFVIEW","{BC795AC7-D8D3-46F9-880E-8AD23CF82BA0}"
"PEKTRF_TR_DEFVIEW","{523E042E-A18F-45BA-A6BA-1B7D5624AE8B}"
"SR_BACK_FILES_structtype","{12561BD9-1D58-402D-AA2B-DBF490992679}"
"SR_BACK_DEF_structtype","{1D5BEE2D-0073-4D0D-B210-E57B948CE763}"
"SR_BACK_DEF_DEFVIEW","{80723160-82F5-4218-8686-D7F5119A2E82}"
"PEKL_TOLOAD_structtype","{0D9A9C67-E957-4525-AFE0-AA53CD9D17B5}"
"PEKL_TOLOAD_PARENT","{F63173AF-B794-429F-9EAF-0041DA9F3639}"
"PEKF_TRAINS_structtype","{AB2326C1-A250-4B49-BF41-1D8C06F8B668}"
"PEKF_TRAINS_PARENT","{40ED2577-A036-427A-9226-692452E4510F}"
"REPD_SRV_structtype","{8DA6217C-2CAA-4359-88FA-73C15088DF65}"
"REPD_SNDTO_structtype","{5AEFE54A-EF8F-41E5-88A8-C63509405121}"
"REPD_SNDTO_PARENT","{2C4BCCAA-4739-4C01-B8C2-62FB2D23161A}"
"REPD_PROV_structtype","{6F489481-D66D-4C8F-95A5-4E59BF2FFD6D}"
"REPD_SendQ_structtype","{A524383E-8A28-4C7D-AEB6-20FCE20001AC}"
"REPD_RecvQ_structtype","{ECC78508-83E0-4D84-9CA0-53FCADB493C4}"
"REPD_RequestQuery_structtype","{2D42ED40-DAF1-4534-88EB-6A6B426168FA}"
"REPD_ResQueryRcv_structtype","{E854F4A0-34D6-43C8-9DE8-87349395D51D}"
"REPD_ResQueryRcv_PARENT","{9B2321DE-04B7-4A84-A2E6-37EEE57962BA}"
"PEKCL_DEF_structtype","{18118A5E-2D90-47DB-9E7C-753E24103177}"
"PEKCL_DEF_DEFVIEW","{7D7AFE0B-A198-4343-A6F0-08F89BC6474F}"
"PEKCL_DAYLY_structtype","{67F7C164-28D5-4D31-99C3-BA5BE0A37180}"
"the_Session_structtype","{90841148-5AD0-49C5-A779-5A38FFF14912}"
"PEKSH_DATA_structtype","{F7FC4E9F-7B9A-42E7-9A6A-69E2030229D7}"
"PEKSH_START_structtype","{4C84904C-8C1C-4940-9994-014905C10E6B}"
"PEKSH_START_PARENT","{5907C78F-EF4D-401E-9DB7-F22A259A5AB3}"
"PEKSH_DEF_structtype","{202C88A0-309A-4139-BC1C-B431F415ED3D}"
"PEKSH_DEF_DEFVIEW","{460A0E6B-5B6E-4FE2-9B1D-F9985DA04C13}"
"REPD_LOCKED_structtype","{CA31F207-A494-4DEF-B418-A443D13EA645}"
"PEKZ_WLIST_structtype","{27EC67E3-1BD6-4972-94C4-E179E0ACEBCE}"
"PEKTRF_REGALL_structtype","{8D747C00-A24E-4781-A671-438317E5E4DA}"
"PEKTRF_DECR_structtype","{36DE2308-3A13-407B-BD3A-918FB3B6AEBE}"
"PEKTRF_ADDS_structtype","{E12031A7-C9D8-446F-825E-7F0483BB50F3}"
"PEKTRF_REGRTR_structtype","{DCC89398-4E06-4CBD-B401-E2594496D69C}"
"PEKTRF_REGRTR_PARENT","{7ACFA539-5BA6-4996-96D1-12C9F64B5C53}"
"VRCAditional_structtype","{6C951B3D-34F6-437D-8ADD-EE153CA2C52A}"
"ROLES_ACT_PARENT","{B8E46A55-A2D9-4EAE-82B9-426BD73516E9}"
"ROLES_MAP_structtype","{B6E13A38-34BC-446A-AA00-814C44EF6E3E}"
"ROLES_DOC_structtype","{2B394EB1-AE9C-4983-A069-11D1106D9670}"
"ROLES_DOC_STATE_structtype","{0384DEF1-F0AE-4776-8E2E-38B700C3816B}"
"ROLES_DOC_STATE_PARENT","{CE1BD6BB-FC36-42C8-9835-768A5C30C3F7}"
"ROLES_REPORTS_structtype","{81A46272-BE25-49DE-A0B1-50B261F30198}"
"PEKORD_DEF_structtype","{F9B3C666-85C3-4E09-80E8-DD28F53817E7}"
"PEKORD_DEF_DEFVIEW","{4B5198FC-0C9E-4628-8598-2966EB26E7DA}"
"PEKORD_DATA_structtype","{ECB7079C-0178-44AD-8B5D-37E0A3D59031}"
"PEKD_NZONE_structtype","{B074F492-6BBA-4DD5-B024-8C1727432A8D}"
"PEKD_NZONE_DEFVIEW","{151E89FA-573A-4653-A80A-53E29FC9C373}"
"PEKD_USEDNUM_structtype","{A7F53EC6-B176-4A16-8619-76F93998AF02}"
"PEKD_TRAINTYPE_structtype","{671210A6-6B50-497B-8A82-C88B45E06E4F}"
"PEKD_TRAINTYPE_DEFVIEW","{ED44ADA0-1E48-4AEE-9DFA-1BEAECE7259B}"
"PEKD_GOTYPE_DEFVIEW","{69B2027C-CD96-4823-A88C-403FEB1E4689}"
"PEKD_TRFGRP_DEFVIEW","{CC6E56EC-8529-4BC6-8FA4-820249D2184F}"
"PEKD_DEPT_structtype","{66221C0A-E069-4219-BCB5-D11E020C0E4B}"
"PEKD_DEPT_DEFVIEW","{BF6BFFCA-1156-4DA5-B1A9-70EA47150E8D}"
"PEKD_DIRECTION_structtype","{C5B8C669-2CC8-45DD-A0C7-C06112F8EE57}"
"PEKD_TRAINS_PARENT","{9ADF55E8-E321-49F4-A3D1-43377A94996E}"
"PEKD_DIRSTATION_structtype","{1D717316-CDDC-4EE9-9A2D-75BF754E89F0}"
"PEKD_DIRSTATION_PARENT","{98DC5577-5E35-431C-B5F3-FA63F56C80F0}"
"PEKD_DIRECTION_DEFVIEW","{174EEB6F-6421-4E32-9B67-A192063B52D1}"
"PEKD_TRAINS_DEFVIEW","{0D1635C2-BFEC-4926-A9CC-D203E42E5F84}"
"PEKD_DIRSTATION_DEFVIEW","{A2E3A607-91A8-4B9C-A5C3-6700F0D93DCE}"
"WEBC_JOB_structtype","{46074F0F-29D8-48D7-87CF-5BB730C0CE98}"
"WEBC_LINKS_structtype","{DA36DFE4-84A2-4340-871D-8A1BD93C967B}"
"WEBC_FILIALS_structtype","{F60F6461-073A-444B-872D-C123BF867320}"
"WEBC_DOCS_structtype","{39F6FB23-70C8-4551-B52B-95777909AC46}"
"PEKFR_HEAD_structtype","{E2B89FA5-69C6-4E3D-9117-C86B6ED07B91}"
"PEKFR_HEAD_DEFVIEW","{B4A6BA16-86A9-4363-9ECD-47D49ADE5432}"
"PEKFR_LINES_structtype","{2401EC83-0811-4FCC-A99F-53861940DFD8}"
"PEKD_DEPLIMITS_structtype","{23C5865F-FC64-40C8-89FC-24EC4F236D8E}"
"PEKD_DEPLIMITS_PARENT","{ADF98A96-720E-40E9-8123-BF71782E2CA7}"
"PEKD_DOGTYPE_structtype","{045C101E-44EE-4247-9075-B90113321E9E}"
"PEKD_DOGAPPENDIX_structtype","{49D29FDF-BE59-4455-9247-3C2ED329A5CF}"
"PEKD_DOGAPPENDIX_PARENT","{75729F1D-FCA3-4861-A4DD-967904A8D2D2}"
"PEKD_DOGTYPE_DEFVIEW","{5CC10670-494E-42FC-B922-71E87B4CB687}"
"_structtype","{07C8D1A4-BEBA-42C9-921C-B3B681C32028}"
"_PARENT","{C8017B62-99AC-45EE-8FC3-8D988147176C}"
"VRCZayavki_structtype","{FBCE2466-3360-456D-A794-2494B2DC25FA}"
"VRCPayOut_structtype","{DCE35CEE-819A-4670-87F8-9D596CE3D602}"
"VRCPayIn_structtype","{0E6FE883-71DF-4CAE-80D7-F2878F9C7070}"
"VBNewPayIn_METHOD","{BC43B67C-5A8D-460E-8082-3801BF89BBB3}"
"VBNewPayOut_METHOD","{D10BEF81-6BB9-4B28-9BF9-D10A940FBEF8}"
"VBNewZayavka_METHOD","{0C646E50-AFA6-4BD9-9FA0-F42E3A75CF87}"
"MTZ2JOB_DEF_structtype","{59BCE103-298C-45EA-AF7D-379A3CE95758}"
"MTZExt_List_structtype","{8A6033B9-7553-453A-BE56-F7CE0398D8C8}"
"MTZExtRel_structtype","{7107617E-5F50-482B-9AD2-BB48E1C29653}"
"MTZExtRel_PARENT","{FF020C0F-6B16-4D24-913A-0018E5C54C66}"
"WorkPlace_DEFVIEW","{A66109BB-89EA-4696-A066-A268960FBA23}"
"ARMTypes_structtype","{9FE30F35-E397-4BD3-BE0C-9FA06767A0E4}"
"ARMJournal_structtype","{9D45F5F5-1FEC-4323-85A7-361613D0C62C}"
"ARMJRNLADD_structtype","{1416A78D-4B50-403F-9E80-3E2EB07DF537}"
"ARMJRNLADD_PARENT","{A9D285BE-A085-489D-90B9-B2A6150F8704}"
"ARMJRNLREP_structtype","{EB8939C1-E8BB-44BF-B0AB-2C4E9D610627}"
"ARMJRNLREP_PARENT","{25E82B78-1EC8-4EE8-8019-19CA70FD1186}"
"ARMJRNLRUN_structtype","{DF6FF5B4-8D23-45B7-9549-3306B063D976}"
"ARMJRNLRUN_PARENT","{01F5C2BE-5BCE-46D7-AC5F-7588C862E88E}"
"MTZExt_TDEFVIEW","{75902CB8-B8CC-436D-B9AF-B035CAA5AE2F}"
"MTZExt_def_structtype","{4016335D-D221-408C-862C-6D5B20F2858B}"
"MTZExt_def_DEFVIEW","{DCEFF575-60B9-413C-8346-C64D02A96B5C}"
"EPFilterLink_structtype","{F838AEAE-B3CD-4C84-B74A-3E66827875EE}"
"EPFilterLink_PARENT","{53FB6ED8-C777-45BC-9FCF-9D44AE7549D1}"
"WEBC_MESSAGES_structtype","{04F82374-4D3E-454C-A09E-C06E32479A9B}"
"PEKZ_WLIST_PARENT","{007B1ABD-2A1B-4AAD-B9F1-03E86EFDE1FD}"
"PEKNZ_DEF_structtype","{11D06ADC-AB80-4E7A-8A54-73B3B8B990AC}"
"PEKNZ_DEF_DEFVIEW","{D636D6B1-94B6-4791-B000-DDF21CA8621B}"
"PEKNZ_USEDNUM_structtype","{D405F3F9-6129-44F7-B781-FB4733A094A7}"
"PEKAC_DEF_structtype","{705C5E71-6C3B-4DBB-BA3E-219698C4200A}"
"PEKAC_DEF_DEFVIEW","{275A044F-1E77-45DC-ACFD-F16A57E52DD4}"
"PEKAC_LINES_structtype","{61186AC6-A171-419D-96C0-35B4E2892375}"
